method	path	controller	authentication	tenant_scope_evidence	authorization_evidence	mapping_conditions	deprecated	version	owner	usage	eol
HEAD	/api/campaigns/{id}/recipients	ooo.klae.connex.backend.controllers.CampaignEngagementController#recipients	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_VIEW; CampaignRecipientService#getRecipients:CAMPAIGN_VIEW	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/campaigns/{id}/sends	ooo.klae.connex.backend.controllers.CampaignSendController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_VIEW; CampaignSendService#listSends:CAMPAIGN_VIEW	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/campaigns/{id}/sends/{sendId}	ooo.klae.connex.backend.controllers.CampaignSendController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_VIEW; CampaignSendService#getSend:CAMPAIGN_VIEW	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/campaigns/{id}/sends/{sendId}/engagement	ooo.klae.connex.backend.controllers.CampaignEngagementController#sendEngagement	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CAMPAIGN_VIEW; CampaignEngagementService#getSendEngagement:CAMPAIGN_VIEW	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/capabilities	ooo.klae.connex.backend.controllers.CapabilitiesController#capabilities	authenticated	no MVC workspace resolution; domain scope if applicable	CapabilityRegistry#isAvailable:domain authorization; PrivilegedMfaProperties#isEnforced:domain authorization; WorkflowTriggeredSendGate#enabled:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/comment-threads	ooo.klae.connex.backend.controllers.RecordCommentController#listThreads	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	RecordCommentService#listThreads:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/comment-threads/count	ooo.klae.connex.backend.controllers.RecordCommentController#countThreads	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	RecordCommentService#countThreads:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/comment-threads/indicators	ooo.klae.connex.backend.controllers.RecordCommentController#getIndicators	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	RecordCommentService#getIndicators:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/comment-threads/{threadId}	ooo.klae.connex.backend.controllers.RecordCommentController#getThread	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	RecordCommentService#getThread:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies	ooo.klae.connex.backend.controllers.CompanyController#getAllCompanies	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getCompaniesByTagId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/custom-field-values	ooo.klae.connex.backend.controllers.CompanyController#getCustomFieldValuesForCompanies	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getCustomFieldValues:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/facets	ooo.klae.connex.backend.controllers.CompanyController#getCompanyFacets	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#countArchivedCompanies:domain authorization; CompanyService#countsByOwner:domain authorization; CompanyService#countsByWarmthBand:domain authorization; CompanyService#distinctIndustries:domain authorization; CompanyService#hasCompanyWithoutIndustry:domain authorization; WarmthFilterResolver#forFacets:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/ids	ooo.klae.connex.backend.controllers.CompanyController#getCompanyIds	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getMatchingCompanyIds:domain authorization; WarmthFilterResolver#resolve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/page	ooo.klae.connex.backend.controllers.CompanyController#getCompaniesPage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#countCompanies:domain authorization; CompanyService#getCompaniesPage:domain authorization; WarmthFilterResolver#resolve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}	ooo.klae.connex.backend.controllers.CompanyController#oneCompany	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getCompanyById:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}/custom-fields	ooo.klae.connex.backend.controllers.CompanyController#getCustomFieldsForCompany	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getCustomFields:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}/deals	ooo.klae.connex.backend.controllers.CompanyController#getDealsForCompany	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getDealsByCompanyId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}/engagement	ooo.klae.connex.backend.controllers.CompanyController#getCompanyEngagement	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getCompanyEngagement:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}/logo/{token:.+}	ooo.klae.connex.backend.controllers.CompanyController#getLogo	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getLogoContent:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}/people	ooo.klae.connex.backend.controllers.CompanyController#getPeopleForCompany	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getPersonsByCompanyId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}/tags	ooo.klae.connex.backend.controllers.CompanyController#getTagsForCompany	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getTagsByCompanyId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/companies/{id}/timeline	ooo.klae.connex.backend.controllers.CompanyController#getCompanyTimeline	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CompanyService#getCompanyTimeline:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/custom-fields	ooo.klae.connex.backend.controllers.CustomFieldController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CustomFieldDefinitionService#getAll:CUSTOM_FIELD_MANAGE; CustomFieldDefinitionService#getByEntityType:CUSTOM_FIELD_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/custom-fields/schema	ooo.klae.connex.backend.controllers.CustomFieldController#schema	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CustomFieldDefinitionService#getVisibleSchema:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/custom-fields/{id}	ooo.klae.connex.backend.controllers.CustomFieldController#getById	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	CustomFieldDefinitionService#getById:CUSTOM_FIELD_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/dashboard-layout	ooo.klae.connex.backend.controllers.DashboardLayoutController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DashboardLayoutService#getLayout:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals	ooo.klae.connex.backend.controllers.DealController#getDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealsByCompanyId:domain authorization; DealService#getDealsByPersonId:domain authorization; DealService#getDealsByPipelineId:domain authorization; DealService#getDealsByStageId:domain authorization; DealService#getDealsByTagId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/aging	ooo.klae.connex.backend.controllers.DealController#getDealAging	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealAging:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/board	ooo.klae.connex.backend.controllers.DealController#getDealBoard	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealBoard:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/closing-soon	ooo.klae.connex.backend.controllers.DealController#getClosingSoonDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getClosingSoonDeals:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/closing-soon-count	ooo.klae.connex.backend.controllers.DealController#getClosingSoonCount	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getClosingSoonCount:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/custom-field-values	ooo.klae.connex.backend.controllers.DealController#getCustomFieldValuesForDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getCustomFieldValues:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/facets	ooo.klae.connex.backend.controllers.DealController#getDealFacets	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealFacets:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/ids	ooo.klae.connex.backend.controllers.DealController#getDealIds	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getMatchingDealIds:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/kpis	ooo.klae.connex.backend.controllers.DealController#getDealKpis	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealKpis:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/metrics	ooo.klae.connex.backend.controllers.DealController#getDealMetrics	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#queryDealMetrics:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/page	ooo.klae.connex.backend.controllers.DealController#getDealsPage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#queryDealsPage:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/people/primary	ooo.klae.connex.backend.controllers.DealController#getPrimaryContacts	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getPrimaryContacts:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/pipeline-value	ooo.klae.connex.backend.controllers.DealController#getDealPipelineValue	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealPipelineValue:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/revenue-series	ooo.klae.connex.backend.controllers.DealController#getRevenueSeries	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getRevenueSeries:domain authorization; WorkspaceService#getCurrentAnalyticsTimezone:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/revenue-timeseries	ooo.klae.connex.backend.controllers.DealController#getRevenueTimeseries	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getRevenueTimeseries:domain authorization; WorkspaceService#getCurrentAnalyticsTimezone:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/risk	ooo.klae.connex.backend.controllers.DealController#getDealRisks	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealRiskService#assessDeals:domain authorization; WorkspaceService#getCurrentWorkspaceId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/risk/analytics	ooo.klae.connex.backend.controllers.DealController#getDealRiskAnalytics	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealRiskService#analytics:domain authorization; WorkspaceService#getCurrentWorkspaceId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/stage-distribution	ooo.klae.connex.backend.controllers.DealController#getStageDistribution	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getStageDistribution:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/top	ooo.klae.connex.backend.controllers.DealController#getTopDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getTopDeals:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{dealId}/documents	ooo.klae.connex.backend.controllers.DealDocumentController#getForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealDocumentService#getForDeal:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{dealId}/documents/{documentId}	ooo.klae.connex.backend.controllers.DealDocumentController#getOne	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealDocumentService#getOne:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{dealId}/documents/{documentId}/approval	ooo.klae.connex.backend.controllers.DocumentApprovalController#getForDocument	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentApprovalService#getForDocument:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{dealId}/documents/{documentId}/approval/steps/{stepId}/delegate-candidates	ooo.klae.connex.backend.controllers.DocumentApprovalController#delegateCandidates	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DOCUMENT_APPROVE; DocumentApprovalService#eligibleDelegates:DOCUMENT_APPROVE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{dealId}/documents/{documentId}/delivery	ooo.klae.connex.backend.controllers.DocumentDeliveryController#getForDocument	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentDeliveryService#getForDocument:DOCUMENT_SEND	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{dealId}/documents/{documentId}/delivery/{deliveryId}/artifacts/{artifactId}	ooo.klae.connex.backend.controllers.DocumentDeliveryController#downloadArtifact	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentDeliveryService#downloadArtifact:DOCUMENT_SEND	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{dealId}/line-items	ooo.klae.connex.backend.controllers.DealLineItemController#getForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealLineItemService#getForDeal:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}	ooo.klae.connex.backend.controllers.DealController#getDealById	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealById:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/activities	ooo.klae.connex.backend.controllers.DealController#getActivitiesForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getActivitiesByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/collaborators	ooo.klae.connex.backend.controllers.DealController#getCollaborators	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getCollaborators:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/custom-fields	ooo.klae.connex.backend.controllers.DealController#getCustomFieldsForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getCustomFields:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/notes	ooo.klae.connex.backend.controllers.DealController#getNotesForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getNotesByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/people	ooo.klae.connex.backend.controllers.DealController#getPeopleForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getPeopleByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/risk	ooo.klae.connex.backend.controllers.DealController#getDealRisk	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealRiskService#assessDeal:domain authorization; WorkspaceService#getCurrentWorkspaceId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/stage-history	ooo.klae.connex.backend.controllers.DealController#getStageHistory	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getStageHistory:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/summary	ooo.klae.connex.backend.controllers.DealController#getDealSummary	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealSummary:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/tags	ooo.klae.connex.backend.controllers.DealController#getTagsForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getTagsByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/deals/{id}/tasks	ooo.klae.connex.backend.controllers.DealController#getTasksForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getTasksByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/delivery/connectors	ooo.klae.connex.backend.controllers.ConnectorConfigController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ConnectorConfigService#list:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/delivery/providers	ooo.klae.connex.backend.controllers.DeliveryProviderConfigController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryProviderConfigService#list:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/delivery/unsubscribe	ooo.klae.connex.backend.controllers.DeliveryUnsubscribeController#preview	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryUnsubscribeService#preview:domain authorization; OneTimeLinkFlowService#requireFlow:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/disqualification-reasons	ooo.klae.connex.backend.controllers.DisqualificationReasonController#getReasons	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DisqualificationReasonService#getActive:domain authorization; DisqualificationReasonService#getAll:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/document-acceptance	ooo.klae.connex.backend.controllers.DocumentAcceptanceController#preview	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	ClientIpResolver#resolve:domain authorization; DocumentAcceptanceService#admitGrant:domain authorization; DocumentAcceptanceService#preview:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/document-templates	ooo.klae.connex.backend.controllers.DocumentTemplateController#getAll	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentTemplateService#getAll:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/document-templates/{id}	ooo.klae.connex.backend.controllers.DocumentTemplateController#getById	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentTemplateService#getById:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
HEAD	/api/documents	ooo.klae.connex.backend.controllers.GeneratedDocumentController#getDocumentsPage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealDocumentService#getWorkspacePage:domain authorization; MemberScopeResolver#resolve:domain authorization; WorkspaceService#getCurrentUserId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
